run,best_found,true_value,error,best_position
1,0.00026172399520874023,0.0,0.00026172399520874023,"[[0.0009270904120057821], [0.0027256920002400875]]"
1,1.1616630554199219,0.0,1.1616630554199219,"[[-0.6103858947753906], [-0.5621374249458313]]"
1,tensor([0.0186]),0.0,tensor([0.0186]),"[[-0.03412359952926636], [0.007887005805969238]]"
